#{"t_start": 1639702244.99566, "env_id": null}
r,l,t
17.91906,604,2045.427365
36.114717,1001,2053.618225
32.784907,1001,2061.721938
2.022065,203,2063.592678
25.471741,760,2069.926701
32.227345,1001,2078.091994
30.50284,1001,2087.165493
12.155328,473,2091.176732
24.050284,771,2097.539859
4.530977,224,2099.577978
19.50257,587,2104.428483
9.008554,322,2107.246114
33.134127,1001,2116.318861
11.770794,403,2119.750936
7.995155,285,2122.258493
34.342092,1001,2130.39398
33.043823,1001,2138.389904
33.591499,1001,2146.511761
2.5683,176,2149.235135
36.183067,1001,2157.290494
28.465708,905,2164.549066
35.512895,1001,2172.506079
33.475094,1001,2180.706934
9.010051,337,2184.591262
37.881651,1001,2192.642665
37.499407,1001,2200.773258
24.66016,647,2206.062893
35.944512,1001,2214.168691
15.49029,420,2218.729306
8.730245,348,2221.786202
5.825908,237,2223.96087
32.935029,858,2231.071141
34.955145,1001,2239.05781
36.422421,1001,2247.050935
22.758564,592,2253.025902
36.651047,1001,2261.152399
38.271397,1001,2269.126291
9.242953,360,2272.190337
5.573615,234,2274.315892
4.667905,222,2276.36713
40.732083,1001,2284.474525
11.7608,440,2289.203716
37.046227,1001,2297.239504
39.547927,1001,2305.382321
44.366017,1001,2313.624034
9.819516,367,2316.827949
37.984888,943,2325.415558
33.163924,839,2332.37353
36.672499,1001,2340.429604
40.145953,1001,2348.414834
27.587713,730,2354.41296
33.123913,803,2361.875845
38.369895,906,2369.219979
44.28599,1001,2377.229133
40.705973,1001,2385.361145
20.615771,518,2390.623533
2.159644,134,2391.991547
40.786409,1001,2400.014771
46.313268,1001,2408.157048
45.385052,1001,2416.136228
19.197178,502,2420.262463
22.423692,548,2425.777417
4.259406,184,2427.47879
5.676176,243,2429.626859
6.975579,238,2431.826781
12.727807,437,2435.525077
42.123867,1001,2443.567571
42.471009,1001,2451.570096
33.609077,730,2457.45455
1.798992,163,2459.9996
27.448031,644,2465.233742
8.273583,267,2467.593686
46.658424,1001,2475.643572
46.164948,1001,2483.730589
47.737792,1001,2491.714828
47.765332,1001,2500.653766
3.249996,154,2502.159072
48.330201,1001,2510.224691
10.331126,368,2513.363201
45.789612,1001,2521.486813
9.923733,277,2523.938134
16.570167,458,2528.735501
27.864419,594,2533.656822
16.391839,431,2537.410662
50.044855,1001,2545.501201
46.309628,1001,2553.566097
48.90644,1001,2561.770348
51.914243,1001,2570.86914
14.701601,333,2573.807821
52.675609,1001,2581.854976
47.02922,1001,2589.994914
52.655752,1001,2599.0691
12.014404,319,2601.858023
7.823373,248,2604.107417
51.516948,1001,2612.25982
30.544992,635,2617.52864
34.664475,741,2623.56599
22.045904,486,2627.680085
18.881452,430,2631.330944
52.349521,1001,2640.550603
8.289317,290,2643.138042
7.579545,248,2645.391553
55.145971,1001,2653.600586
52.708945,1001,2661.757015
6.512955,200,2663.66966
50.525175,1001,2672.810069
55.911408,1001,2680.878284
12.339758,319,2683.642302
16.603515,388,2686.975217
48.187492,1001,2695.175365
27.400077,548,2699.691428
46.530905,888,2707.885171
56.902179,1001,2716.068005
57.399961,1001,2724.252002
26.657965,541,2728.827291
44.106609,828,2735.532989
52.904989,1001,2745.076559
56.701021,1001,2753.288038
54.869671,1001,2761.279141
31.217365,572,2766.014226
50.112894,873,2774.071134
39.237008,705,2779.824662
57.701833,1001,2787.823576
40.002881,729,2793.834989
55.717626,1001,2801.895398
50.607334,1001,2810.962206
56.78612,1001,2819.118449
62.405907,1001,2827.110151
25.69662,487,2831.143557
52.692418,1001,2840.233518
58.225944,1001,2848.326883
21.855313,427,2851.922119
64.089722,1001,2859.914856
63.867774,1001,2867.968357
56.736166,1001,2877.16568
3.422305,136,2878.516436
26.859188,526,2882.871742
59.820446,1001,2890.919224
4.019189,176,2892.588786
62.28264,1001,2900.779413
57.514448,971,2909.624913
22.82146,459,2913.458448
64.687745,1001,2921.801295
64.700427,1001,2929.922608
29.578002,518,2934.266759
56.785345,1001,2942.502973
66.195329,1001,2951.57887
59.838719,1001,2959.551708
20.919365,399,2962.934738
65.782291,1001,2971.075461
55.619881,905,2979.516985
65.403178,1001,2987.500774
18.116537,317,2990.225111
5.052283,194,2992.006837
0.165622,85,2992.994288
64.826635,1001,3001.111299
51.881687,880,3008.234352
30.836765,526,3013.566984
63.911877,1001,3021.575732
70.717471,1001,3029.590344
57.542129,1001,3037.581556
13.254234,338,3040.464331
65.93891,1001,3049.519146
16.887666,305,3052.213623
66.88694,1001,3060.307554
51.2055,865,3067.311895
22.168927,395,3070.700129
10.842031,259,3073.032185
68.537103,1001,3082.166427
26.466041,416,3085.708371
1.457707,130,3087.045271
8.58275,247,3089.284445
62.72456,1001,3097.364635
14.060669,314,3100.095469
67.162004,1001,3108.195205
66.018171,1001,3117.180517
69.954943,1001,3125.190665
62.579381,1001,3133.282815
31.857749,480,3137.276902
57.340476,957,3144.871241
63.249472,911,3153.106385
63.128131,1001,3161.171476
69.695977,1001,3169.226346
61.494581,1001,3177.186378
65.10323,1001,3186.299032
24.247338,414,3189.819645
31.957011,564,3194.555101
67.56695,1001,3202.731322
67.958529,1001,3211.06416
74.212245,1001,3220.322145
67.723695,1001,3228.39837
24.247283,391,3231.828358
20.212532,336,3234.799599
70.992547,1001,3242.858567
66.66228,1001,3250.873667
69.637596,1001,3259.914579
36.481163,584,3264.760069
34.609336,557,3269.450475
18.902505,348,3272.418051
32.289108,619,3277.502012
2.074432,146,3278.921012
66.044979,1001,3286.963048
63.139381,961,3295.596506
67.722332,1001,3303.696506
41.349012,626,3308.902419
64.662339,954,3316.609613
73.943421,1001,3325.606914
54.247348,768,3331.877087
74.596859,1001,3340.032008
49.303372,697,3345.70656
55.199538,813,3352.335612
67.086633,1001,3361.510665
70.150181,1001,3369.641944
72.239114,1001,3377.891548
76.593303,1001,3386.102913
79.419585,1001,3395.274541
66.108347,887,3402.510359
76.160057,1001,3410.588318
75.532122,1001,3418.854444
69.934066,1001,3427.862885
75.547862,1001,3435.958236
74.981253,1001,3444.161881
75.310388,1001,3452.344358
75.670989,1001,3461.469315
71.648164,1001,3469.48936
74.064038,1001,3477.406788
77.687995,1001,3485.371126
77.091684,1001,3494.413985
52.83463,705,3500.147589
11.612958,245,3502.333974
61.101788,803,3508.758906
59.872862,813,3515.329755
35.933704,494,3519.410428
67.681979,924,3526.826117
18.008927,296,3530.368101
42.586209,582,3535.162578
75.253948,1001,3543.242364
44.505007,610,3548.273733
75.395388,1001,3556.189723
17.878696,307,3558.812794
75.759225,1001,3567.901443
77.729168,1001,3575.915859
65.591211,880,3582.947901
67.212161,840,3589.698252
18.38212,288,3592.273865
19.023533,301,3594.913113
80.359395,1001,3603.808005
58.452293,774,3610.009169
78.586743,1001,3618.15577
77.914289,973,3625.911076
81.252286,1001,3634.867518
76.829195,1001,3642.949219
74.350844,1001,3650.912435
40.565396,581,3655.705393
46.329714,661,3661.051216
81.36027,1001,3670.124721
77.97066,1001,3678.047178
73.086604,955,3685.643269
76.609073,1001,3693.582228
78.374154,1001,3702.523091
1.861179,121,3703.756362
80.942586,1001,3711.675545
77.659667,1001,3719.732856
81.959833,1001,3727.859916
84.368659,1001,3736.943657
27.878437,378,3740.180721
81.023206,1001,3748.344909
81.248139,1001,3756.452426
74.791486,1001,3764.513206
72.867859,908,3772.834541
84.154879,1001,3780.744382
82.067027,1001,3788.597326
83.431392,1001,3796.614799
79.358418,1001,3805.779837
30.986409,447,3809.507159
81.407766,1001,3817.64747
85.586879,1001,3825.90657
43.663815,566,3830.605143
80.488635,1001,3839.793192
54.082074,653,3845.200772
81.496015,1001,3853.415398
82.996426,1001,3861.546693
82.993957,1001,3870.745219
80.714141,1001,3878.939691
87.549795,1001,3887.093089
47.943695,632,3892.352251
44.544939,572,3897.118466
86.998694,1001,3906.218727
85.187209,1001,3914.278262
86.969844,1001,3922.395742
85.184631,1001,3930.643578
45.113219,572,3935.513529
87.709413,1001,3944.691541
38.088219,501,3948.913703
49.628871,651,3954.369934
89.646569,1001,3962.499919
90.382691,1001,3970.684653
59.874068,718,3977.624839
83.924107,1001,3985.718899
11.990556,250,3987.93339
84.623068,1001,3996.040004
83.042299,1001,4004.196324
87.208208,1001,4013.29533
65.744477,768,4019.66379
83.902661,972,4027.537432
47.250584,581,4032.405508
85.573039,1001,4040.508355
91.029564,1001,4049.509156
92.345219,1001,4057.565505
35.160972,464,4061.398736
83.526471,1001,4069.361042
88.710699,1001,4078.349141
31.425195,443,4082.107109
90.738056,1001,4090.088981
88.968832,1001,4098.158267
92.726522,1001,4106.093304
89.978498,989,4115.084651
68.63156,777,4121.410283
34.699089,461,4125.261547
89.697846,1001,4133.414197
90.26682,1001,4141.432855
35.670664,452,4146.174446
80.659776,897,4153.330424
93.222753,1001,4161.376115
86.506176,1001,4169.463228
74.625064,813,4175.988479
93.87278,1001,4185.099199
38.686194,473,4189.131271
89.644591,1001,4197.189423
92.550725,1001,4205.245762
1.05554,93,4206.268506
91.025264,1001,4215.343804
91.799135,1001,4223.279379
92.062833,1001,4231.299395
89.480689,1001,4239.38199
69.51437,795,4246.802868
94.147338,1001,4254.929466
90.596839,1001,4263.147246
89.356661,1001,4271.320457
95.126578,1001,4279.397539
85.229718,1001,4288.599431
87.858992,1001,4296.768848
91.140419,1001,4304.94884
36.296243,473,4308.914336
35.078412,439,4312.618943
89.287502,1001,4321.812151
94.78139,1001,4330.038501
96.343558,1001,4338.151854
98.70806,1001,4346.28363
91.823633,1001,4355.324559
72.02398,819,4361.989965
91.033335,1001,4370.183347
89.205457,1001,4378.249101
78.904744,847,4386.116239
93.417597,1001,4394.35044
56.976892,633,4399.562777
98.324084,1001,4407.485579
93.312282,1001,4415.485508
95.581431,1001,4424.42635
92.002925,1001,4432.423015
91.327045,1001,4440.461006
89.750665,1001,4448.489423
96.308352,1001,4457.47849
96.617835,1001,4465.488719
90.726905,1001,4473.705009
93.423155,1001,4481.724321
92.076294,1001,4490.624022
95.569743,1001,4498.779792
94.972351,1001,4506.779052
78.915729,826,4513.489551
89.708397,1001,4522.734436
89.896165,1001,4530.839972
99.137275,1001,4539.021216
93.064225,1001,4547.489745
90.260991,1001,4556.601986
92.425253,1001,4564.531517
94.732484,1001,4572.675458
97.112488,1001,4580.784919
45.655126,535,4585.234846
98.697471,1001,4594.227198
97.29985,1001,4602.333821
98.981912,1001,4610.415329
94.119413,1001,4618.644707
94.251871,1001,4627.704576
91.50391,1001,4635.783033
95.246896,1001,4643.943118
9.544442,208,4645.870269
99.979403,1001,4653.876129
94.770266,1001,4662.917273
92.816921,1001,4670.993378
86.235559,888,4678.182433
32.663271,430,4681.833144
93.620989,1001,4689.897046
95.710477,1001,4698.999733
96.327733,1001,4707.12867
94.91017,1001,4715.233455
97.82577,1001,4723.363228
92.603222,1001,4732.423488
91.343489,1001,4740.501969
92.763626,1001,4748.661884
12.463224,213,4750.654083
92.985555,1001,4758.980625
94.867839,1001,4768.094986
52.704577,576,4772.829423
100.127268,1001,4781.003322
101.088777,1001,4789.163192
97.801576,1001,4798.244676
93.823687,1001,4806.478235
99.52803,1001,4814.55301
96.550591,1001,4822.659232
97.468014,1001,4831.825897
99.907288,1001,4840.065782
100.874223,1001,4848.106987
94.67819,1001,4856.199174
101.431144,1001,4865.259788
99.992078,1001,4873.275138
100.117835,1001,4881.252856
96.57476,1001,4889.279099
58.729212,622,4894.445048
98.487865,1001,4903.449415
98.74151,1001,4911.506965
40.136916,461,4915.301962
97.708276,1001,4923.305612
97.061091,1001,4932.287023
92.612317,1001,4940.354182
103.133988,1001,4948.358122
98.193233,1001,4956.331967
105.019693,1001,4965.292152
97.449496,1001,4973.262927
103.141867,1001,4981.242343
66.737781,705,4987.101273
103.244764,1001,4995.157311
99.681695,1001,5004.255741
94.992886,1001,5012.473339
100.093067,1001,5020.681007
96.273424,1001,5028.744183
89.310059,1001,5037.905149
102.679559,1001,5045.966226
94.726041,977,5053.960451
79.646012,844,5060.932799
101.205845,1001,5070.137604
0.778072,91,5071.147931
100.222043,1001,5079.117599
49.680528,526,5083.422468
21.314491,297,5086.038769
100.518707,1001,5094.365632
99.761899,1001,5103.42697
101.954206,1001,5111.582878
61.009713,650,5117.085442
101.255222,1001,5125.260333
101.396315,1001,5133.417275
91.077872,932,5142.155399
21.811768,286,5144.670419
99.850514,1001,5152.787429
105.230367,1001,5160.973343
103.648527,1001,5169.228777
101.712942,1001,5178.393945
104.220967,1001,5186.502532
98.151329,1001,5194.706626
100.982189,1001,5202.838147
100.674914,1001,5211.93387
22.623261,304,5214.67492
103.495332,1001,5222.977169
102.692053,1001,5231.160332
101.37953,1001,5239.355464
102.038915,1001,5248.523882
101.485996,1001,5256.657449
102.077219,1001,5264.824883
101.64667,1001,5273.095869
103.163494,1001,5282.189701
103.470772,1001,5290.351777
103.4391,1001,5298.58464
100.303099,1001,5306.775996
103.372363,1001,5315.903183
103.616497,1001,5324.178153
41.517621,460,5328.091962
100.493633,1001,5336.249952
105.928031,1001,5345.357306
105.013282,1001,5353.634122
103.310245,1001,5361.768832
104.986716,1001,5369.917135
99.644499,1001,5378.117157
104.103277,1001,5387.183894
104.687348,1001,5395.244841
82.352651,817,5401.952215
104.666614,1001,5409.89771
100.052625,1001,5418.898854
69.879859,708,5424.758308
107.032583,1001,5432.830909
101.174139,1001,5440.846435
100.634089,1001,5449.896947
94.089983,1001,5457.972442
107.886065,1001,5465.931512
101.596624,1001,5473.97524
102.991366,1001,5483.03375
0.840187,81,5483.968961
106.121485,1001,5491.966771
103.272252,994,5499.967508
103.983908,1001,5508.075898
102.991824,1001,5517.065282
101.342254,1001,5525.044333
104.539675,1001,5533.170869
3.130009,127,5534.451064
104.516983,1001,5542.510816
101.03914,1001,5551.50043
105.138736,1001,5559.637642
103.016647,1001,5567.685649
103.457101,1001,5575.678703
69.972642,696,5581.311119
103.828672,1001,5590.346147
105.261187,1001,5598.346138
104.67876,1001,5606.307228
103.327521,1001,5614.332171
101.550628,1001,5623.390135
82.034882,829,5630.04996
106.490526,1001,5638.135399
103.356127,1001,5646.172937
60.862888,613,5652.18544
106.274502,1001,5660.338087
106.734296,1001,5668.485392
104.946863,1001,5676.57798
17.084578,221,5678.568173
103.029844,1001,5687.618255
107.889116,1001,5695.761154
105.085304,1001,5703.777045
68.724692,700,5709.483692
99.457147,1001,5717.565908
104.763334,1001,5726.560097
106.680505,1001,5734.5479
106.329965,1001,5742.6313
106.008979,1001,5750.576117
105.468313,1001,5759.550105
107.002096,1001,5767.630524
106.286329,1001,5775.669031
102.495946,1001,5783.7686
105.004443,1001,5792.937831
104.503837,1001,5800.954129
106.30732,1001,5809.099513
103.740666,1001,5817.233956
107.004148,1001,5826.176532
103.485141,1001,5834.12169
106.964,1001,5842.195785
88.463982,832,5848.897777
107.068002,1001,5857.874451
107.583655,1001,5865.966049
106.801152,1001,5874.093117
107.572658,1001,5882.151664
98.395938,1001,5891.132133
107.566469,1001,5899.16958
108.116815,1001,5907.173128
106.552299,1001,5915.209514
2.786881,114,5916.417138
69.742989,688,5922.124091
105.212333,1001,5931.017518
105.947315,1001,5939.055444
94.837611,1001,5947.210157
106.503255,1001,5955.284909
103.104764,1001,5964.322982
108.239358,1001,5972.507851
106.060999,1001,5980.612112
106.731688,1001,5988.732087
69.496965,676,5995.377239
106.792147,1001,6003.442697
105.475927,1001,6011.504698
97.134664,948,6019.210739
107.199548,1001,6028.398262
105.982558,1001,6036.516329
105.060912,1001,6044.663889
107.113026,1001,6052.850743
97.673424,1001,6061.755504
103.312806,1001,6069.764611
108.245755,1001,6077.802754
104.356407,1001,6085.870038
107.742,1001,6094.867718
51.327784,538,6099.316596
106.975207,1001,6107.340134
106.8207,1001,6115.392284
104.239845,1001,6123.455661
106.126588,1001,6132.561091
103.792341,1001,6140.527919
58.364519,616,6145.540372
108.538962,1001,6153.660225
101.24629,1001,6162.759693
106.815098,1001,6170.809453
56.159931,626,6176.072516
107.17922,1001,6184.08279
104.649429,1001,6192.138164
104.43208,1001,6201.210423
106.54003,1001,6209.210734
105.577473,1001,6217.233544
99.958792,1001,6225.178627
107.580093,1001,6234.276153
106.21892,1001,6242.250264
105.386038,1001,6250.202817
106.213217,1001,6258.315953
107.617451,1001,6267.412439
102.149218,1001,6275.51759
102.438971,1001,6283.552057
108.50956,1001,6291.538195
103.741794,1001,6300.472977
93.692665,1001,6308.55939
108.001117,1001,6316.618608
108.79094,1001,6324.631796
106.544003,1001,6333.691865
106.378885,1001,6341.904722
105.961073,1001,6350.009251
107.608436,1001,6358.110158
98.383066,1001,6366.997645
106.641988,1001,6375.04921
107.859161,1001,6383.159687
104.856464,1001,6391.319391
107.298859,1001,6400.333776
107.382525,1001,6408.548428
106.081952,1001,6416.77725
106.488682,1001,6424.971713
82.361244,785,6431.365657
107.513833,1001,6440.547654
106.223821,1001,6448.687753
107.588068,1001,6456.683856
107.87715,1001,6464.913909
105.372546,1001,6474.008956
107.577349,1001,6482.050157
104.283359,1001,6490.205969
105.199579,1001,6498.352244
106.089442,1001,6507.465887
109.16251,1001,6515.597135
109.065578,1001,6523.781309
102.988472,1001,6531.890374
107.607741,1001,6541.07514
98.041603,1001,6549.185721
108.073735,1001,6557.358978
105.471473,1001,6565.54564
107.474984,1001,6574.666651
107.836944,1001,6582.773468
106.340726,1001,6590.942072
